Transcript_ID	X1after	X1before	X2after	X2before	X3after	X3before	X4after	X4before	X5after	X5before	X6after	X6before	X7after	X7before
ENST00000484610.5	5.1000988158	5.923394047	4.7783768109	5.1015828474	5.086100124	5.1818777711	4.5629017913	5.5772566008	5.1762070651	4.6618122946	4.5042517272	4.8397379274	5.3668117731	5.3477719413
ENST00000563270.5	10.0740745458	10.4062156369	10.4902893295	11.0999000583	9.3451523925	9.6993833203	9.8364559574	9.9182311746	10.1087335279	10.3379674831	10.6167142388	10.6762127447	10.3614832657	10.2999978494
ENST00000567815.5	11.3183902849	11.3449283356	10.5864551431	11.1402354471	10.628153873	11.147147674	10.5059703012	11.6885169645	11.2162911558	10.9927684308	10.3180343311	10.44065119	10.3880495841	11.3551363281
ENST00000562879.5	7.5310070911	7.551246833	7.3267800059	7.9359547053	6.7244047089	7.0707971751	6.8915164002	7.6265632499	7.4574793812	7.368384231	7.849292496	7.7746882415	7.188430598	7.5869073248
ENST00000565571.5	10.888476904	11.3354238534	9.8355546394	10.3360043744	10.2786585293	10.9233794869	10.301701953	11.2557662571	10.809462679	10.8771383994	9.9230169234	10.037780292	10.4822533552	11.1280652292
ENST00000393099.3	2.4575627744	2.3478272064	2.0411833945	2.7053653172	1.5452023516	1.8913375226	1.9592397097	2.6624220016	2.4167370746	2.4116648673	1.7114508542	1.7252307251	1.6163341695	1.7763903925
ENST00000602142.5	4.4478899177	4.6587541768	5.2788694281	3.783959467	5.3924032949	5.0712735663	5.2938854303	4.533432528	4.7754930827	4.6513387661	4.8336744245	4.8042756062	4.9544941264	3.5085680979
ENST00000596764.5	2.847608128	3.233414138	4.3743370329	3.8147247258	4.2394744211	4.0188121857	4.2716124255	3.9389914388	4.1828432324	4.5816404803	3.1544406304	3.9692978702	4.1586278638	4.8084056457
ENST00000539284.2	5.5850286227	5.6070639455	6.069336979	5.8716859683	5.9524686962	5.6362504863	5.9748436059	5.3622068552	5.7953903311	5.5996332	5.686951474	5.1225319208	6.1721534456	5.4178660137
ENST00000326577.8	2.6233869759	3.3059734385	3.1056814299	3.2076679985	3.6337799261	3.5933298653	2.9837962425	2.4635910708	2.6000365814	3.3242345623	2.9113732911	3.0266938448	3.6285286545	3.1622841675
ENST00000284202.8	1.5887709933	2.2360088326	1.2703076623	2.1128402258	1.6415136606	1.8081749641	1.2615488676	2.3076208717	1.7812254055	1.7490751065	1.432756347	1.2589650811	1.3524365094	2.0685022858
ENST00000416795.6	1.8729548052	2.4013055233	2.2701521479	2.4493130909	2.3354089354	2.1718216996	1.6709354854	2.4187971286	3.0172894771	2.4977145449	2.0909753432	2.0843228379	2.3308796005	2.3397616574
ENST00000395389.2	4.7900838834	4.7302867105	4.0209377266	4.6645909247	3.51717489	4.0191147551	4.3364762105	5.3362012519	3.43721442	4.1453595382	4.8054575615	4.7535296614	4.2929510351	4.7969507019
ENST00000436527.5	5.3300922453	5.3522359195	4.5047665611	4.3964129799	3.9222073648	3.9877665225	4.4709923126	4.6009119715	4.2033108032	4.2576970932	5.037316324	4.4762390961	4.5854072631	4.5790896147
ENST00000563039.2	3.1066950473	3.7632203356	2.8804935449	4.200143352	3.5478692997	3.2309653617	3.1878944048	4.4847504053	3.3405907524	2.7339551576	3.3635075265	3.2730622721	1.8102991356	2.9967828123
ENST00000360121.4	4.9492967986	5.2607558543	4.3302572096	4.870463362	4.3443385223	4.6006503616	4.4609456537	5.2882551924	4.248732161	4.2114250007	4.8084107944	4.4864312115	4.6741272836	4.8413341271
ENST00000423855.6	1.587413	1.7855505517	2.307416867	1.8672085495	1.8538280214	2.0109230272	2.469237399	2.1739045521	1.7257280708	2.3061893156	1.5819826647	2.0214832808	1.0562852481	1.4543706965
ENST00000164227.9	6.4799742268	5.8610347819	7.0789726829	5.8349184847	7.1199786097	6.3945089973	6.927114229	5.4187364221	6.5313190724	6.1764943219	6.4006916176	5.9016658035	6.8521736684	5.5411306974
ENST00000474300.1	3.3880379566	3.3343251365	4.7574073449	3.3134664482	3.7951643139	4.1206007738	4.769544317	1.7768746237	4.0884214906	4.5767942048	3.22076177	3.2057209296	2.6062621761	1.0583164956
ENST00000595217.1	6.3782757788	6.4737268522	5.4192826893	6.6151425877	5.0341848957	5.7935421865	5.9359594184	7.4042304477	4.2877603916	5.6795926957	5.8736114431	6.144798937	5.2830698271	6.6689984104
ENST00000221978.9	9.2474409964	9.2598585805	8.3484935866	9.3985085669	7.6633944353	8.6527947914	8.8864007733	10.1737770598	7.4440458243	8.5234835466	8.5258652922	8.9014492012	8.0271319295	9.3180930978
ENST00000593572.5	3.9679709066	4.8856182888	4.0421189887	5.6528019603	3.9317775949	4.1056613179	2.7298703133	5.4283233196	2.4950760011	3.393580945	3.7737010064	4.2043676855	3.2234441748	4.7473229442
ENST00000267082.9	6.0611324565	6.0722130122	5.5950082756	5.8611911486	5.033048513	5.7294630411	5.8443655652	6.5823181434	5.5077882987	5.604350107	5.9343230599	6.1941954236	5.1964614769	5.8607468242
ENST00000422257.7	2.4286301764	2.7310659092	2.3962882954	3.3847682116	1.9687064164	2.6366501393	3.2544035657	4.3022971142	2.6975025105	3.6999957437	3.4063733986	3.9107998071	1.8444338626	2.0090819729
ENST00000302824.6	3.6783649228	3.7467427158	3.944521153	3.4749551384	4.3392371726	4.2378084295	4.2460431867	3.5975311742	4.3515223278	4.1367819958	3.7069614733	3.6870942911	4.1046134294	3.3197609828
ENST00000399878.7	2.2626556487	3.4447333169	2.9453960774	2.867827292	3.7793437788	3.8195557879	2.7638322107	4.2841661507	3.5802781677	2.8650378882	4.4459848718	4.5477274336	3.1493471734	3.4285712221
ENST00000502949.5	2.8367240026	2.1475769752	2.9674194892	1.5053421949	1.1362373313	3.0382430134	2.9875573539	3.060101008	2.4691305772	2.6520619417	4.1172129557	3.9395651105	2.8853166475	3.1327413367
ENST00000221972.7	7.3406868795	7.2208039386	7.0727168008	7.6141871405	6.6071024239	7.3294196414	6.8765660588	7.2961178018	7.5260140208	7.4605296162	7.1668058114	7.2590558782	6.9100610385	7.7205726115
ENST00000444740.2	3.8146529568	3.9518022436	3.3196280492	3.4879107603	3.3143426957	3.9586107121	3.78306895	3.8337199578	4.2723367843	4.3909427728	4.3987060745	4.2000884091	4.4667184683	4.8624712289
ENST00000372771.4	2.4348016742	2.5912413724	2.5505682649	2.4604463944	2.8357240228	2.684428282	2.6978071737	2.6650379663	2.7922681622	2.7085205517	2.1523424475	2.0642517069	2.585464952	2.1610782566
ENST00000389629.8	4.3553475723	4.264296212	4.2215213889	4.2444380493	4.495036335	4.5227086319	4.4732219294	4.2641535631	4.6127004495	4.4610963148	4.1229211524	4.2060883548	4.4459848718	4.2428311241
ENST00000313543.4	8.209765266	8.1560072095	7.8021802895	8.2528073299	7.3456891004	7.6202198255	7.2656712999	8.2350664391	7.8883292517	7.7336593895	7.6246565704	7.467923397	7.2767199758	7.952461707
ENST00000005257.6	3.3379821963	3.5899911368	3.1670656336	3.8218020385	3.0526628146	3.3062680735	3.059284318	3.6334777107	3.441111603	3.1457442904	3.2539438977	3.2353180851	2.905343197	3.2639328048
ENST00000404338.7	2.128679432	2.1408342688	1.8321933027	2.5644318266	1.775998678	2.2214347724	1.8262535627	2.8099391523	1.9202361249	2.1520730625	1.8626180182	1.9297607046	1.7406728811	2.3993734672
ENST00000262554.6	4.2752827428	4.4011594115	4.5458324925	4.1009187953	4.3750950523	4.4176297658	4.47983199	4.224804342	4.4229595484	4.1759716316	4.1636516885	4.2129817008	4.2909256621	4.0149622399
ENST00000261461.6	5.5256460852	5.5215313457	6.1190967508	5.7513753443	6.3864195313	5.9804298015	6.0353577783	5.6496844309	5.7092161828	5.4961810951	5.6065725149	5.4989911759	6.2671780762	5.9650269596
ENST00000485928.5	3.34559508	3.8050757255	4.4936345259	3.6084426096	5.0498398388	5.2599804769	4.3099255771	3.1499454256	4.5359596195	5.1434954618	3.4134045267	4.1236082624	4.1938821093	3.6743250535
ENST00000373418.7	7.5483287268	7.338406586	8.3150453764	7.5439288744	8.614731926	8.2937521137	8.1718273027	7.1672876701	8.0565293396	8.0272757163	7.3362655326	7.5079056125	7.9609228771	7.3210983067
ENST00000357681.9	3.9174794943	3.6972622926	3.5025215565	3.0857492601	3.8318975036	3.7878712245	4.1903462063	4.1226478731	3.5644391434	3.3743579012	3.6073066386	3.3700247482	4.051737515	3.5578756772
ENST00000382762.7	5.3495634364	5.388358324	4.9158554831	5.2824916996	4.7928553524	5.1387735199	4.9569905695	5.297510594	5.1261469016	5.4521242548	4.8564280187	5.1566514443	5.0484585375	5.3393618976
ENST00000268383.6	4.0665111709	4.0972905367	3.4131607756	3.9027103476	3.0463583443	3.6936653667	3.1922573015	4.0297532319	3.9233869155	3.777040909	3.4757204629	3.5253923898	3.0297479322	3.7554003692
ENST00000583140.5	1.1104300642	1.5356001214	1.5886846572	2.8315915107	1.4052299798	3.5096325089	2.6526333383	1.8013035393	1.6434498696	3.4103275352	1.3846632363	1.9871643987	3.2769105064	2.7859292226
ENST00000577296.4	1.8611216544	2.8020835886	2.1921846946	1.1706685992	1.879713607	2.8587727676	2.3193722621	1.980705346	2.226841421	3.4390379628	2.0669709029	2.333884521	1.8374588993	1.3581936852
ENST00000580262.2	3.3886304081	3.8928572762	3.8040122441	3.4868173271	4.0240891417	4.4530565806	3.7896875242	3.6333614571	4.0477826561	5.2062251381	2.7886397775	4.2925535498	4.1825969621	3.7177257686
ENST00000633867.1	2.6938259162	2.9105331265	2.6876631789	1.8964733663	3.2979529233	3.8022656084	2.9601391264	2.8501673307	2.9903558815	4.0366088286	2.0560285389	3.2491252123	3.4542943578	2.5054260429
ENST00000252996.8	2.2409736964	2.2559719869	2.1306442786	1.8253012564	2.4149662645	2.9647331582	2.2135992453	2.5422679567	2.036017958	2.3208283422	2.2131014971	2.2911703309	2.1278940637	2.071096762
ENST00000303910.4	4.1907412683	3.7690734921	3.2949853279	3.0614599795	2.7458977438	2.2274884897	3.6986074422	2.6342168641	2.6058664566	3.0695234511	3.6620915382	3.8694371508	3.0899268957	3.2893889016
ENST00000552981.5	7.6649378774	7.6731606461	7.5664194239	8.108153281	7.4147528771	7.5756073147	7.3910974863	7.7890706041	7.541491608	7.4343196414	7.4994472975	7.4832837357	7.2838291939	7.4346866014
ENST00000379540.7	2.8442530684	2.8167143804	2.4125999917	2.872686945	1.8653883436	2.7108009246	2.3314214643	2.909135605	2.6224571818	2.7739752329	2.4454221376	2.586976059	2.217454084	2.5663816716
ENST00000318524.6	2.7734921374	2.9732824762	2.4218749741	2.8100522996	2.3759235498	2.8020132567	2.6446431095	3.2098993624	2.82011155	2.8614333594	2.6645806854	2.596775364	2.6560134846	2.8655882828
ENST00000332499.3	4.2145755771	4.0633217312	4.2832995314	3.8303060367	4.309525466	4.2591971485	4.2052908451	4.0228560272	4.2058225672	4.1908676652	4.0448399744	3.9784519233	4.36063818	3.9961446609
ENST00000264933.8	5.8626348782	5.9934705769	6.1984961181	6.0244260687	6.0462531234	6.0923216244	5.8828142064	6.2836810562	6.1281799642	5.9118137984	5.7651740275	5.5649085633	5.8689558629	5.9875664488
ENST00000507528.5	4.2767646336	3.9360442509	2.9058919051	3.7798585299	3.6989296472	3.1468800148	3.2267905676	3.4565301976	2.7432154975	3.2194179205	2.8197417468	3.5354309149	2.9997078247	3.1151947545
ENST00000585809.5	3.7610405477	3.8789607042	3.295852303	3.6189316407	3.1580719916	3.7601038226	2.9068232683	3.6343493139	3.4358152523	3.380383138	3.5253422719	3.6549739304	2.7999472774	4.0382430134
ENST00000318130.12	2.5854553373	2.4910552257	2.8825178473	1.6391719532	3.0769848633	2.7079730787	3.0189261016	2.3386155253	2.6970131355	2.3589981971	2.6543072141	2.3719964834	2.9750853587	1.3922954387
ENST00000233078.8	4.2518023954	4.5182140847	4.1917679233	4.3295183096	4.1815001517	4.3883411017	3.8334770969	4.7143664242	3.890466149	4.0628038597	4.3132458518	4.5440278255	4.1890259149	4.6639195332
ENST00000592522.5	1.0039547724	2.6345398343	1.2987638748	2.5951813812	2.4139270986	2.4085270973	2.5768607022	2.6368937052	2.322928978	2.6071385335	2.1840104582	2.1520113889	1.5494128879	1.5021523545
ENST00000260952.8	3.9846531447	4.1905753554	3.3158111025	3.5169984675	3.7464955106	3.5308073876	4.0091500693	4.3047300578	3.400483281	3.5484736164	3.2764996433	3.3653985938	3.6420199136	4.0564968253
ENST00000371752.5	4.1216122547	4.1843596484	5.0890107861	4.6853459092	4.9000939442	4.7513405277	4.812339058	4.2273483161	4.5623279147	4.432551922	4.3132748796	3.8732816848	4.1441932429	4.0372592099
ENST00000504880.5	1.9122206328	2.1858760576	1.6458768554	1.2175223283	1.8485458277	2.6247442891	1.3075859015	1.5260387552	1.4896251381	1.9282793522	1.5721232605	2.1301796824	2.0894439132	2.3793492529
ENST00000581322.5	5.046748599	4.8720111648	5.0109006549	4.7820415537	4.8350903436	4.7461568781	4.595802003	5.0956375398	4.8846711772	4.6078924853	4.5633473039	4.5643842662	4.836949155	4.9471518187
ENST00000578527.1	3.8284386408	3.3666859024	3.4401017404	4.0627606953	3.0328907581	3.0815731261	3.6958936225	3.3537184959	3.5082131196	3.3408755548	3.0123523424	2.8029707183	2.512901925	2.3588716428
ENST00000299954.13	2.0986722027	2.0181463098	2.1380739313	2.1960656171	2.6815324737	2.7786081013	1.263383015	2.8411499242	1.5711865258	1.8209958327	2.517666239	2.5495163922	2.3992996315	2.7153025571
ENST00000409965.5	2.4293160131	2.7985337522	2.3920151121	3.5124923888	2.5414454536	2.6885541349	2.3690783625	3.3938692026	2.6164376877	2.9834679324	2.8699760027	2.5893344491	2.375300831	3.7367239225
ENST00000374561.5	3.3602518909	3.1050947143	2.8594925454	3.2811848709	2.2646355097	2.9212154155	2.5285538164	3.2116087788	3.2169731799	3.3062228611	2.7217160653	2.9115171059	2.6428078353	3.1354215904
ENST00000265044.6	3.5027379413	3.8698615382	3.3013974207	3.6747995908	3.3085749393	3.4582770007	3.2307133395	4.0379532124	3.2909109217	3.2900291716	3.6303006206	3.6798291191	3.2494210684	3.5807846642
ENST00000498205.5	3.08629973	3.8188812301	2.8967252237	3.4336138149	2.8507634253	3.2029787041	3.4239277099	3.7332241668	3.1353592009	2.6365550215	3.939959965	4.0571729708	1.6313604282	3.4187566579
ENST00000476217.5	3.3587760166	3.4509077018	3.4988508018	3.9174508512	3.2086748801	3.1394236529	3.3232980046	3.7717905223	3.6296713556	2.8440541687	4.8642406317	4.4157586665	4.1486738429	1.9539021568
ENST00000223210.4	2.200268928	2.2378634839	2.1681285296	2.1136171618	2.299470336	2.5767107764	1.9212344613	2.3834388813	2.3757845734	2.781527581	2.0431729953	2.3353489045	2.188334454	2.0816191396
ENST00000199389.10	5.5560093602	5.5451714553	4.8598006278	5.0154529662	4.9072079536	5.0576062308	5.2179169966	5.2436462341	4.986565664	5.1451760927	5.376193126	5.6034245761	5.5595468769	5.7227037217
ENST00000490523.1	4.1170633098	3.6830788262	3.7841898642	4.2396500787	3.9386245455	3.2573561596	3.9829114585	3.2705618325	3.8752492738	3.4973568857	3.7783242397	3.7258283917	4.1902829864	4.2365538455
ENST00000225941.5	5.7250403578	5.5684851566	5.0803250889	5.6655775306	4.6600101588	5.1505474916	5.0562150045	5.8747502521	4.6762053385	5.0324138634	5.0420664433	5.0700844405	4.9042528628	5.2107589985
ENST00000382936.7	3.8136785959	4.1349191141	3.6062882377	3.9963073892	3.5322546116	3.9680446588	3.7144543498	4.3095691199	3.7834776084	4.0586455242	3.6693783229	3.7481176933	3.7292373334	3.8424358339
ENST00000264639.8	5.1386097122	5.154494099	4.8666508608	5.2096833987	4.7459633382	5.0039439818	4.5898773164	5.3677205134	4.7644098544	4.7811446048	4.8666755857	4.9497076726	4.8125855032	4.9270099003
ENST00000290219.10	4.6251652647	4.82508344	5.7210417533	4.8765709699	6.5184407187	6.2084392236	5.0262777623	5.4963632775	5.0633950813	4.6675004672	5.2921596369	5.4244216253	5.8084854489	5.4990135069
ENST00000381995.5	2.7942016557	3.4048486387	3.7158055326	2.7249012483	4.4567535911	3.974208066	1.7647283091	2.9674914252	2.7828928769	1.812288737	3.2207107018	3.5325912573	3.9065250666	3.7374488161
ENST00000426945.6	2.1563707268	2.3284573624	1.8419932401	2.4729244131	1.5152229606	1.9918836932	1.7171225412	2.5959642755	2.0983184874	2.2005514339	1.840733116	2.095431626	1.6014873462	2.2824842862
ENST00000351578.10	5.6599502391	5.9041179585	6.4141896669	6.2683782478	6.8398840254	6.40050719	5.9170521745	5.9947652534	6.095327392	6.1094984698	5.5505528741	5.650391202	5.6009416969	5.6918272524
ENST00000515010.5	3.408616765	3.3571296906	1.930559473	1.7945531108	1.3738096617	2.338290337	3.2870984226	2.6114840252	3.8594130296	3.0757841824	3.3537749449	2.6438885058	2.9456882252	2.2538229082
ENST00000505428.5	5.8367623719	5.6630172146	6.1163897108	3.8480570176	6.1941895126	6.4890097901	6.5508960485	4.1822155574	5.6999041569	6.0596148563	5.4351385012	5.4047839369	6.1213055691	4.8044098507
ENST00000512982.2	3.4054886895	4.2944296021	3.4832740605	4.6590397233	4.3377110921	3.1885702525	3.873301374	4.4285310246	4.3943700848	3.9740336451	3.8366815933	3.9719757229	4.6057135898	4.160218349
ENST00000267064.8	4.256821969	4.5688772813	4.3843399749	4.3469994252	4.2572294204	4.6419043463	4.468870003	4.7270927091	4.2991420651	4.468635446	4.2680076305	4.1807207507	4.5534342337	3.8470748902
ENST00000398665.7	1.9308622081	2.3305039036	1.9597812814	2.3194127286	1.8353703287	2.4431053339	1.9899418963	2.5600007659	2.0083219427	2.4351645103	1.9326659481	2.4889802365	1.9472098078	1.9711995653
ENST00000493900.5	4.0724231242	4.4345615119	3.8665123941	4.0635805972	4.1836691225	4.380015958	4.532391773	4.2200590371	4.1706541796	3.9351202502	4.0193549855	3.9432556022	4.3229448365	4.2599127057
ENST00000616174.1	3.7404526985	3.8272397984	3.7641338035	3.8803818711	4.1685858797	3.9355823245	3.7016599439	4.1581188612	3.7256102939	3.4832998611	3.3248106034	3.484898601	3.274916131	3.7144323689
ENST00000413349.6	6.3532809414	6.4921736596	6.8920995429	6.7367131004	6.5870844063	6.4970837915	6.5741075647	6.3952822041	6.3893310468	6.3563463228	6.3094927248	6.0507868127	6.9729338488	6.5657860298
ENST00000437985.6	4.4591233736	4.7378165332	5.088552937	5.2908445881	4.5095565056	4.5864765358	4.8030668429	4.7377516488	4.7475109312	4.616498854	4.2781780852	4.4930260114	5.0931291286	4.8123750006
ENST00000613694.4	2.432678856	2.5753365368	2.9485429143	2.8728779974	3.3725621276	3.4023401722	3.258439024	2.963006097	2.9803160042	3.0702295921	2.6403386541	2.2281106344	2.3531369428	2.5817151895
ENST00000205636.3	6.6657196372	6.5121431167	7.2307025815	6.6515970847	7.4089241063	6.8165741085	7.0357668526	6.4870457301	6.9308674108	6.613172113	6.5290447427	6.2778731944	6.8072647508	6.4065706828
ENST00000550968.5	2.2586606245	1.7012030348	2.69603834	1.8272987478	2.8365765744	2.2641400483	2.4040447684	1.4545602096	2.3578982099	2.1937275947	2.1728874975	1.6256258583	2.6195890814	1.6550815842
ENST00000373365.4	4.1675586449	4.355509674	3.657994348	4.2990394651	3.6450214167	3.8851252825	3.6814942434	4.7041194426	4.0354831521	4.000216388	3.9902923389	4.0502753063	3.6166988028	4.2492632861
ENST00000368305.8	5.7740648726	5.8528303451	5.7235339885	6.119657053	5.7295908358	5.7772487388	5.7048470711	5.9318319514	5.8162438525	5.6843923728	5.7036544535	5.7725639926	5.602911125	5.8247347634
ENST00000413936.6	2.4018106557	2.5266122246	2.1575385408	1.6332265912	2.5779073307	3.031898005	2.6764253919	1.3162616168	1.7172454007	2.5936931887	2.3712326512	2.4952346545	2.5252094509	2.407124295
ENST00000430490.6	3.3197855453	2.9645982482	3.6284353328	3.2695149621	3.5708757645	3.2001417823	3.7298790121	3.3086113416	3.7022585864	3.3706246417	2.7995080308	2.4571162034	3.285085531	2.0635754204
ENST00000358465.6	1.4468543611	1.7925680338	1.9868623326	2.2099523738	2.6722533398	2.3547201373	1.8996551599	2.3018071068	1.9613158663	1.8693621298	1.4904417711	1.8872601024	1.1759013931	1.7563828551
ENST00000369543.6	1.1227124711	2.0659479286	1.9623046972	1.1970412979	1.5154046469	2.2752514503	2.0934858085	1.2171562526	1.5586056113	1.7983284479	1.8437869168	1.5587819158	2.0378847055	1.3919161604
ENST00000194530.7	6.3339728695	6.3994445646	4.4682053257	4.4813699894	5.5801967498	5.2607144612	6.0961479782	5.6764959147	4.815631783	5.0455871282	6.9924172295	7.3726996738	7.2420212716	7.4080834318
ENST00000326793.10	3.9511774561	4.0583078359	4.4399089889	4.187815245	5.074158593	4.4897227475	4.3517625862	4.3116920136	4.139387633	3.9160848661	3.7925222241	3.776040803	4.1569790139	3.9806103051
ENST00000251636.9	2.0368479217	2.185882399	1.5872305572	2.1704154344	1.9869969964	2.1478732443	1.904765384	2.4436013474	1.7022364189	2.045002546	1.6476875126	1.9944131802	1.2463716013	2.121022034
ENST00000295958.9	2.3732222298	2.2873127092	2.2207292723	2.5978648445	2.6877102029	2.5925574992	2.4427471433	2.8392481393	2.614698067	2.2027029411	2.0532573368	1.8225221402	2.2891616407	2.3179581117
ENST00000510628.1	3.3339531972	3.2567781988	3.1135921596	2.7446928568	2.6642325088	2.9420790507	2.7308985854	3.0110858868	3.8833862127	2.9937667347	2.4853546906	1.677197006	1.0939251981	2.8770453059
ENST00000272252.9	3.1773916307	2.975886936	3.0420086412	3.0878599521	3.5069700074	3.4406864839	3.2633439509	3.5699892413	3.25629211	3.2190259868	3.2460659957	3.2627774029	3.032915436	3.0520106444
ENST00000560891.5	2.695056202	2.7252612688	3.1399982117	3.0068006801	3.4522000494	2.8988661721	3.128394043	2.9934751057	3.08865215	3.0141606589	2.622070567	2.2184867102	2.8883828345	2.6002126536
ENST00000610664.4	5.2571124785	4.6966448827	5.5916883919	6.1497247677	5.1978889749	5.5187082268	4.2570332545	4.8606251697	4.8632000693	4.7932820605	5.104571498	5.1170549957	5.4773340963	5.5924899274
ENST00000619610.2	4.9646481479	4.8544545228	5.0511153871	4.2183317083	5.438049942	5.255326995	5.113508816	3.6464046225	5.0998380067	4.8735622303	4.5065194319	4.8863111415	4.2810824699	4.4079237333
ENST00000228922.11	2.6990429573	2.9108400926	2.5724240514	3.0250996869	2.6989074284	2.9099957784	2.281911857	2.9398151976	2.4424047891	3.0667884051	2.531406415	2.9845383129	2.3972279593	2.5444680758
ENST00000247665.11	4.2525443356	3.9991972776	4.1502590838	4.303305859	4.0509456692	4.0648052667	3.9671962804	4.8743395974	4.0368988997	3.8428179648	4.0656670866	4.3171810404	3.7773145015	4.5036222361
ENST00000325974.8	4.7501723448	4.8718732116	4.7074750953	5.0125239797	4.7667594564	4.7796326924	4.6336113907	4.8435718737	5.0274194886	5.0424035763	4.1187833018	4.3197913246	4.1841691915	4.570074274
ENST00000253083.8	3.1713141287	3.3640540895	2.720162432	3.3380392644	2.5495361065	3.4828869953	2.8438271082	3.4540969114	3.1754383721	3.7581858974	2.8105109696	3.3530409357	2.5131420311	3.1819342068
ENST00000505059.6	4.0188210857	4.3989659567	4.3210694359	4.5645671822	3.562071428	4.3184397725	3.636984162	4.5051160351	3.5925885931	4.2420231777	4.0682408613	4.0401209172	3.4514617068	4.5162736487
ENST00000508137.6	2.2654879056	1.9799814153	1.7548276558	2.4080813933	2.2377013735	2.4077035241	2.2072369321	2.4904802801	1.7802386975	2.3411916196	1.8752728686	1.9888846055	2.1080326021	2.3818232437
ENST00000515612.1	2.9219237484	2.8507154268	2.7929073967	2.4051782322	2.6300093283	3.037621187	2.8427314914	2.7757290493	3.2535808985	2.6324729706	2.6774992219	2.5776995157	3.4167721984	2.9537215391
ENST00000295414.7	1.5424066459	1.5090927986	1.3020148318	1.2984295775	1.6530646044	1.4828121507	1.755575557	2.023383113	1.2011507911	1.2553919604	1.2774908744	1.1555679131	1.302430192	1.4738284648
ENST00000359114.8	1.0717901228	1.4504062757	1.5609545687	1.3813775184	2.0712958799	2.2879834423	1.9356747216	1.8380239498	1.7536558768	2.4747215687	1.1953601982	2.1443107307	2.2098931256	1.1306278062
ENST00000611699.1	4.5077248818	4.2150184398	4.4832547097	4.5709243253	3.9696478377	4.5679104559	4.3770612634	4.6955540358	4.585978041	4.7401720248	4.5348397803	4.4888684414	4.3843814227	4.0260032593
ENST00000290650.8	1.8998020805	1.9371070625	1.5658506	2.0696609265	1.561609637	1.8821147796	1.7110058493	2.237627959	1.9009691814	1.7579747699	1.6607552385	1.6664930204	1.5329851577	1.9687248454
ENST00000462352.5	3.8510993701	4.5016238493	5.0352631909	5.0413174635	4.9663150988	5.070256216	4.5109429363	4.4490132445	4.5834047516	5.235079846	4.0348231677	4.789969159	3.437387556	4.8557854339
ENST00000473373.1	1.9827362616	2.038478324	2.209487678	1.6847783505	3.2831587493	3.6935204109	2.9802684717	2.6651062048	2.8204975969	3.9229970095	1.9461581593	2.9017106886	2.7198011366	2.0934756672
ENST00000397443.6	6.0594223399	5.6897771838	6.2044107272	6.0847276159	5.8356967409	5.9521704618	4.9580677724	4.8331987685	5.9551430592	5.4716524562	5.6091816937	5.4163128189	4.9871161816	5.7590093193
ENST00000397442.5	2.3922871946	2.8284447341	3.1653315293	3.7791336235	3.3076267	3.4021081915	3.3609822414	2.9868605127	2.7832219485	3.5928397118	2.7376932503	3.7544813531	3.2622828064	2.9897766321
ENST00000498056.1	3.4684399527	2.3755399423	3.6498108707	1.7971665804	3.3432514626	4.2258764416	3.454676011	3.0010996358	3.4874091703	4.3599357592	3.1901091172	3.7057457252	4.2217765683	1.9526317671
ENST00000430570.5	4.2898418409	4.3469214419	4.7924753718	4.1260560177	4.71661783	4.670676075	4.0403138342	3.8827604164	4.3326148535	4.8876324941	4.4284975258	4.3962074502	5.2277410758	4.1403533088
ENST00000486021.5	1.7259548733	2.4201374184	4.0201465731	2.8782584251	3.4026403272	3.6304404201	3.5630971014	3.4703676622	2.3216279831	3.3480907494	1.3556477985	3.0859565605	3.7711672206	2.2054456903
ENST00000437100.5	3.0983437557	2.7776974437	1.7062122515	1.843187932	1.5977838174	2.0697090399	1.7073701766	2.1564160336	2.6251746183	1.9416246863	1.5160605458	1.8599814713	2.1719113466	2.9796266298
ENST00000373178.4	4.6987963297	5.0527028047	5.0159658198	4.8891084419	4.9195784459	4.998186475	4.9342050949	5.1114653914	4.8866476893	5.0109632964	4.2975509448	4.6902662249	4.8944249088	4.9058322311
ENST00000380752.9	1.3738430629	1.6581246328	1.3978029619	1.9413955724	1.1222685088	1.5883392612	1.2232433604	2.1185324935	1.6166117696	1.7203660313	1.4566327001	1.9056974745	1.1237853678	2.0713164767
ENST00000296255.7	7.3001511868	7.1584885119	7.4288375022	7.1754946611	7.2621324395	7.1940180842	7.4013915448	7.1980324331	7.0284807491	6.8589631858	7.2914654257	7.1810826678	7.1886976309	7.0008676103
ENST00000264198.4	4.1373559678	4.2334049341	4.3437915424	4.4239680359	3.8383971654	4.1164645707	4.0993793731	4.4302384315	4.0447263381	4.1108893736	3.9731887823	4.005373038	3.9364400701	4.0992110306
ENST00000378578.8	1.9700916218	2.3778511617	1.9408620841	2.6399683751	2.2405280461	2.0669158117	1.6820833271	2.8792450496	1.8546659555	1.5459980132	1.5838319467	1.7048542626	1.1756267917	2.0916626028
ENST00000260058.9	1.6456970478	2.1731594219	1.7390055647	1.0601511709	1.2788709145	2.1300544464	1.3195081095	2.0453521005	1.496472576	2.1650082636	1.8513632719	1.848229322	1.0486547018	1.7081828207
